name;address;visit_duration;long;lat;category_id;shortdescription;longdescription;contact;opening;tarif;illustration
Mémorial Jean Moulin;"{""postalCode"": '69300', ""streetAddress"": 'Place Gouilhardou', ""addressLocality"": 'Caluire-et-Cuire'}";15;4,846078;45,799238;2;Réhabilitée dans le respect de son aspect originel, La maison du Docteur Dugoujon, devenue Mémorial Jean Moulin, constitue lune des traces les plus importantes et les mieux conservées de la Résistance française dans la région de Lyon.;Qualifiée de Capitale de la Résistance, Lyon et sa région furent le théâtre dévènements majeurs de la Résistance et de la répression nazie pendant la   Seconde Guerre Mondiale.  Parmi les nombreux sites commémoratifs, le Mémorial Jean Moulin est, avec la prison Montluc et le Centre dHistoire de la Résistance et de la Déportation, lun des 3 hauts lieux de mémoire consacrés à cette période.    Cest à Caluire-et-Cuire, le 21 juin 1943, que Jean Moulin, représentant personnel du Général de Gaulle, chef des Mouvements Unis de la la Résistance et Président du Conseil National de la Résistance, fait ses derniers pas dhomme libre.  En début daprès-midi, il sera arrêté par Klaus Barbie et la Gestapo avec 7 résistants responsables de lArmée Secrète en zone-sud, dont Raymond Aubrac. Jean Moulin fut torturé et mourut lors de son transfert vers lAllemagne.    La Maison du Docteur Dugoujon, devenue Mémorial Jean Moulin en 2010, est inscrite à lInventaire des Monuments Historiques et labellisée Maison des Illustres.  Réhabilitée dans le respect de son aspect originel, elle constitue lune des traces les plus importantes et les mieux conservées de la Résistance française dans la région de Lyon.  Les salles mémorielles : 3 salles mémorielles permettent dimaginer le cadre de larrestation du 21 juin 1943.  La salle multimédia est un espace non mémoriel aménagé en sous-sol dans lancienne cave du docteur. Elle permet au visiteur dapprofondir ses connaissances et ses réflexions sur la période à travers des outils numériques et une scénographie repensée autour de la citoyenneté et des valeurs de la République.;[{'Téléphone': '04 78 98 85 26'}, {'Mél': 'm.jeanmoulin@ville-caluire.fr'}, {'Site web (URL)': 'https://memorialjeanmoulin.ville-caluire.fr/'}];Du 01/07 au 31/08  Ouverture le mardi, mercredi, jeudi et samedi de 11h à 12h30 et de 13h30 à 18h. Fermé lundi, vendredi et dimanche. Fermetures exceptionnelles les 14 juillet et 15 août.  Du 01/09 au 30/06  Ouverture le mercredi et samedi de 11h à 12h30 et de 13h30 à 18h. Fermetures exceptionnelles les 1er janvier, Lundi de Pâques, Jeudi de l'Ascension, Lundi de Pentecôte, 1er mai, 8 mai, 1er novembre, 11 novembre et 25 décembre.;Gratuit pour les moins de 18 ans.  Gratuit pour les habitants de Caluire et les Anciens Combattants.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/217/75/9128921.jpg', 'taille': 1039883, 'hauteur': 1280, 'largeur': 1920, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/217/75/9128921-fiche.jpg'}]
Le Perko Café;"{""postalCode"": '69001', ""streetAddress"": 'Place du griffon', ""addressLocality"": 'Lyon 1er'}";45;4.835971;45.769163;3;Le Perko, petite maison ancienne, faite de bric et de broc, vous accueille pour une pause pleine de saveurs dans un cadre apaisant et moderne.;;[{'Téléphone': '04 72 87 02 36'}, {'Site web (URL)': 'https://www.leperkocafe.fr/'}, {'Page facebook': 'https://www.facebook.com/LePerko/'}];Toute l'année de 7h30 à 19h30.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/218/24/4856026.jpg', 'taille': 424028, 'hauteur': 1365, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/218/24/4856026-fiche.jpg'}]
OL Le Musée;"{""name"": 'Accès par la mezzanine d’OL Store (Entrée Nord du stade)', ""postalCode"": '69150', ""streetAddress"": '10 avenue Simone Veil', ""addressLocality"": 'Décines-Charpieu'}";60;4,981939;45,765767;6;Baptisé OL Le Musée, cet espace de 1300 m², situé au sein du Groupama Stadium, invite les visiteurs à un voyage dans les histoires des hommes et des femmes qui ont fait l’histoire de l’Olympique Lyonnais depuis sa création en mai 1950.;Né d’une volonté du club, le musée de l’Olympique Lyonnais a ouvert ses portes au public en mai 2018.     Sous la direction d’un historien de l’OL, Stéphane Bénas, une équipe a travaillé aux côtés de Nathalie Crinière de l’Agence NC et s’est adjoint les services de Jean-Christophe Hembert, réalisateur lyonnais qui a conçu une expérience unique et inédite, pour imaginer et offrir un lieu alliant histoire, esthétisme et innovation.;[{'Téléphone': '0 892 69 69 69'}, {'Tripadvisor': 'https://www.tripadvisor.fr/Attraction_Review-g1080938-d14156552-Reviews-OL_Le_Musee-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Site web (URL)': 'http://www.groupama-stadium.com'}, {'Site web (URL)': 'https://billetterie.ol.fr/fr/offres/visites/musee-ol'}];Toute l'année   Ouverture le samedi de 10h à 19h. Le dimanche de 10h à 18h.  Fermeture exceptionnelle le 25 décembre.  Ouvert tous les jours pendant les vacances scolaires et jour de match.   Ouverture sur demande pour les groupes.;Tarif réduit : 8 € (abonnés, étudiants, plus de 65 ans, demandeurs demploi, bénéficiaires du RSA) Adulte : 10 € Enfant  : 5 € (Jusquà 16 ans) Etudiant : 8 € Famille nombreuse : 2 adultes et 2 enfants Supplément audioguide : 2 € Groupe adultes : 8 € Groupe enfants  : 5 €.   Gratuit pour les moins de 5 ans.  Tarif enfant accordé aux 5 - 5 ans.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/105/178/11186793.png', 'taille': 4419054, 'hauteur': 1335, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/105/178/11186793-fiche.png'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/106/178/11186794.png', 'taille': 4563041, 'hauteur': 1335, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/106/178/11186794-fiche.png'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/107/178/11186795.png', 'taille': 4324803, 'hauteur': 1335, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/107/178/11186795-fiche.png'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/108/178/11186796.png', 'taille': 5176052, 'hauteur': 1335, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/108/178/11186796-fiche.png'}]
Fort du Bruissin;"{""postalCode"": '69340', ""streetAddress"": 'Chemin du Château d’Eau', ""addressLocality"": 'Francheville'}";15;4,738455;45,730569;2;Situé sur le point culminant de Francheville, le fort se blottit au cœur dun site boisé de 10 hectares. Construit de 1878 à 1881, il fait partie du système Séré de Rivières, nom de son concepteur, appelé également le Vauban de la Revanche.;Le fort fut dépôt de munition pendant la seconde guerre mondiale. Il fut acquis par la ville de Francheville en 1979.   Lieu culturel en 1989 avec ateliers d’artistes, la Cité des Artistes, il est aujourdhui Centre dArt Contemporain.  Dans le parc, des sentiers aménagés, un centre et un parcours dinterprétation du patrimoine permettent de découvrir la nature.;[{'Téléphone': '04 72 13 71 00'}, {'Mél': 'fortdubruissin@mairie-francheville69.fr'}, {'Site web (URL)': 'http://www.mairie-francheville69.fr'}];Non accessible au public.;Gratuit;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/252/9108656.jpg', 'taille': 176726, 'hauteur': 682, 'largeur': 1024, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/252/9108656-fiche.jpg'}]
La Grenade - Cuisine clandestine;"{""postalCode"": '69001', ""streetAddress"": '5 rue du garet', ""addressLocality"": 'Lyon 1er'}";45;4.836931;45.767094;3;Cantine Méditerranéenne située dans le 1er arrondissement de Lyon.;Létablissement sadapte aux régimes alimentaires spécifiques végétariens, végétaliens aux allergies au gluten et au lactose.;[{'Téléphone': '04 78 72 47 38'}, {'Mél': 'lagrenade.cuisineclandestine@gmail.com'}, {'Site web (URL)': 'https://www.cantinelagrenade.com/'}, {'Page facebook': 'https://www.facebook.com/cantine.la.grenade/'}];Toute l'année. Tous les jours. Fermé le dimanche. Ouvert le lun. de 19h30 à 22h et du mar. au sam. de 11h30 à 14h et de 19h30 à 22h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/118/78/5918326.png', 'taille': 438533, 'hauteur': 461, 'largeur': 960, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/118/78/5918326-fiche.png'}]
Sapnà;"{""postalCode"": '69001', ""streetAddress"": '7 rue de la Martinière', ""addressLocality"": 'Lyon 1er'}";45;4.829005;45.768282;3;Sapnà signifie « rêve » en langue Hindi et des rêves : on en a plein la tête ... C’est au cœur du quartier de la Martinière, que nous avons concrétisé l’un d’eux : ouvrir un deuxième restaurant.;C’est dans ce nouvel espace, rénové de nos mains, que nous souhaitons continuer à partager une cuisine instinctive, authentique et libérée.  Un lieu de vie, de rencontres et d’inspiration pour créer et continuer à rêver.;[{'Téléphone': '09 81 77 27 25'}, {'Mél': 'sapna.restaurantlyon@gmail.com'}, {'Site web (URL)': 'https://www.sapna.fr/'}, {'Page facebook': 'https://www.facebook.com/SAPN%C3%80-316088879158317/'}];"Les midis : Vendredi et samedi  de 12h à 14h; Mardi, Mercredi, Jeudi, Vendredi, Samedi à partir de 19h";;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/11/80/5918731.jpg', 'taille': 29722, 'hauteur': 498, 'largeur': 750, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/11/80/5918731-fiche.jpg'}]
Barrage de Jons;"{""postalCode"": '69100', ""streetAddress"": '82 rue Pierrefite', ""addressLocality"": 'Villeurbanne'}";15;5,085118;45,812829;2;Le barrage de Jons est un barrage sur le Rhône, situé à lorée du canal de Miribel, à lemplacement de la division du fleuve en canal de Miribel et en canal de Jonage.;Construit entre 1934 et 19371, selon les plans des architectes Robert GiroudNote 1 et Antonin Chomel, le barrage est destiné à limiter le débit du canal de Miribel. Ainsi le débit du canal de Jonage est favorisé et cela permet daugmenter la puissance de la centrale hydroélectrique de Cusset2. Le barrage est également pourvu de turbines souterraines destinées à la production délectricité et qui permet de restituer un débit constant au canal de Miribel2, ceci depuis 1966.    Il est par ailleurs constitué de cinq ouvertures denviron 17 mètres chacune. Sur la rive gauche (du canal de Miribel), une tour « pointue » denviron 46 mètres de haut est érigée.;[{'Téléphone': '04 72 93 09 00'}, {'Mél': 'benoit.mottet@edf.fr'}];Toute l'année, tous les jours.;Gratuit.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/141/67/1983373.jpg', 'taille': 63604, 'hauteur': 600, 'largeur': 800, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/141/67/1983373-fiche.jpg'}]
Eglise Notre Dame du Roule;"{""postalCode"": '69350', ""streetAddress"": '2 Rue de Lattre de Tassigny', ""addressLocality"": 'La Mulatière'}";15;4,808887;45,729724;2;Eglise catholique avec une façade moderne.;Messe du mardi au vendredi dans la chapelle à 8h30 et dimanche à 10h30.;[{'Téléphone': '04 78 51 44 13'}, {'Mél': 'paroissemul@orange.fr'}, {'Site web (URL)': 'http://lyon.catholique.fr/?-Paroisse-de-la-Mulatiere-'}];;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/172/193/9093548.jpg', 'taille': 177844, 'hauteur': 1013, 'largeur': 1200, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/172/193/9093548-fiche.jpg'}]
Debrousse 1907 - Ancien Hôpital Debrousse;"{""postalCode"": '69005', ""streetAddress"": '31 rue des Soeurs Bouvier', ""addressLocality"": 'Lyon 5ème'}";15;4,8105;45,749198;2;Erigé en 1907, lancien hôpital Debrousse et ses tourelles, inscrit à l’inventaire des monuments historiques, est transformé en résidence privée au sein dun parc de 3 ha, dominant Lyon. Venez découvrir les abords du site !;Les abords du bâtiment sont ouverts aux piétons, à lexclusion des jardins privatifs du rez-de-chaussée, garages, et lieux de stationnements extérieurs.    Construit entre 1904 et 1909 par Marie-Félicie Dessans, veuve de François-Hubert Debrousse , entrepreneur en travaux publics, lhospice se situait dans un parc arboré de 4,5 hectares. Cest George Blachier, un architecte lyonnais qui réalisa le bâtiment.  Il devint un hôpital pour enfants en 1920,  Le pavillon central abritait une chapelle, supprimée au milieu du 20ème siècle.    Lhôpital a fermé en 2008 et ses activités ont été transférées à lhôpital mère-enfant de Bron.  La réhabilitation a permis de dégager le bâtiment dorigine et de supprimer les ajouts postérieurs successifs.;[{'Téléphone': '04 72 77 18 53'}, {'Mél': 'clemence.giraud@foncia.fr'}, {'Page facebook': 'https://www.facebook.com/Debrousse-1907-1168890653209423/'}];Du 15/06 au 30/09/2017 du jeudi au lundi 10h à 17h.  Ouvertures exceptionnelles les 05/07, 12/07, 19/07 et 26/07.  Pour les visites de groupe, contacter le syndic de l'immeuble au moins 48h à l'avance (<19 personnes/visite).;Accès libre.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/205/67/2245581.jpg', 'taille': 106832, 'hauteur': 960, 'largeur': 720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/205/67/2245581-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/206/67/2245582.jpg', 'taille': 202718, 'hauteur': 918, 'largeur': 1224, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/206/67/2245582-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/207/67/2245583.jpg', 'taille': 371712, 'hauteur': 1536, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/207/67/2245583-fiche.jpg'}]
Epona Restaurant;"{""postalCode"": '69002', ""streetAddress"": '20 quai Jules Courmont', ""addressLocality"": 'Lyon 2ème'}";45;4.836925;45.758533;3;Situé dans lemblématique Grand Hôtel-Dieu de Lyon, en plein cœur de la Presquîle, le restaurant Epona possède une terrasse extérieure exceptionnelle. La carte met à l’honneur des classiques français que le Chef a la fierté de réinterpréter.;Bâtiment historique traversant 800 ans dhistoire lyonnaise, lancien Hôtel-Dieu est en cours de rénovation sous la houlette de Jean-Philippe Nuel, une des références mondiales en matière de design dhôtels de luxe. Il concilie le grandiose et lintime, lhumain et le monumental en exploitant avec bonheur la richesse spatiale de lédifice du 17ème siècle. Linnovation était au centre de la démarche de Soufflot, dans sa nouvelle fonction, lHôtel-Dieu puisera dans la mémoire du lieu sa source de créativité.    Le Chef Mathieu Charrois propose quotidiennement au restaurant Epona un menu du jour à savourer à l’heure du déjeuner grâce à sa formule qui varie selon son inspiration, les arrivages et la météo ! Avec Epona, osez quelque chose de nouveau, chaque jour.    Le Chef et sa brigade vous proposent également deux nouvelles offres :  - Epona Côté Jardin : dès l’arrivée du printemps, Epona investit son exceptionnelle terrasse dans la cour historique Saint-Louis du Grand Hôtel-Dieu pour des repas paisibles.  - Epona Côté Montagne : en hiver, un confortable chalet prend place dans la cour Saint-Louis du restaurant Epona. Le Chef Mathieu Charrois et le Chef Pâtissier Vincent Thomassin proposent pour le déjeuner et le dîner de délicieuses saveurs hivernales avec des mets comme la traditionnelle fondue des Alpes, la raclette en demi-meule, la tartiflette fermière sur pain de campagne accompagnées du meilleur de la charcuterie régionale ou encore la tarte du Champsaur à la myrtille.    Tous les jours à partir de 16h, le Chef Pâtissier y propose également une pause gourmande et sucrée à partager, composée de tartes, pâtisseries, cookies ou encore un succulent bar à chocolat chaud.;[{'Téléphone': '04 26 99 24 24'}, {'Mél': 'epona.lyon@ihg.com'}, {'Site web (URL)': 'http://lyon.intercontinental.com/le-restaurant/'}];Toute l'année  Ouverture le lundi, mardi, mercredi, jeudi et vendredi de 12h à 14h et de 19h à 21h30. Le samedi et dimanche de 12h30 à 14h30 et de 19h à 21h30. Accueil tous les jours en terrasse ou en salle intérieure  Ouverture estivale uniquement pour Epona Côté Jardin   Ouverture hivernale uniquement pour Epona Côté Montagne.;A la carte : de 15 à 41 € Menu adulte : 32 € (du lun. au ven. de 12h à 14h : entrée, plat et dessert) Menu enfant : 24 € (Entrée, plat, dessert et boisson). ;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/4/12256303.jpg', 'taille': 9258264, 'hauteur': 5450, 'largeur': 8176, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/4/12256303-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/208/205/15912400.jpg', 'taille': 6309112, 'hauteur': 5760, 'largeur': 3840, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/208/205/15912400-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/37/206/15912485.jpg', 'taille': 803268, 'hauteur': 1376, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/37/206/15912485-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/78/4/12256334.jpg', 'taille': 633251, 'hauteur': 1500, 'largeur': 1000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/78/4/12256334-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/110/206/15912558.jpg', 'taille': 5401548, 'hauteur': 6720, 'largeur': 4480, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/110/206/15912558-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/113/205/15912305.jpg', 'taille': 4356255, 'hauteur': 4480, 'largeur': 6720, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/113/205/15912305-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/162/206/15912610.jpg', 'taille': 4834471, 'hauteur': 6657, 'largeur': 4438, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/162/206/15912610-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/186/206/15912634.jpg', 'taille': 1542818, 'hauteur': 3851, 'largeur': 5776, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/186/206/15912634-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/248/206/15912696.jpg', 'taille': 1235537, 'hauteur': 3921, 'largeur': 5882, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/248/206/15912696-fiche.jpg'}]
